EVT EQUIP-ID,EVENT-ID,WCE,DDR,WCE NARRATIVE,CORRECTIVE ACTION
D1234,L340323364,1,2,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin
A1234,L545810769,3,1,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis
A1234,L033092690,2,2,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
A1234,L467008941,3,2,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,lectus in est risus auctor sed tristique in tempus sit amet sem fusce
D1234,L411531287,1,2,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
C1234,L857251218,1,1,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
B1234,L408059631,1,2,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,in libero ut massa volutpat convallis morbi odio odio elementum eu
C1234,L295965787,1,2,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
D1234,L028904254,2,1,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
B1234,L548696504,1,2,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
A1234,L823812200,2,2,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
A1234,L211452739,3,1,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis
B1234,L515701013,1,1,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
C1234,L324012402,2,1,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
A1234,L754508745,2,2,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
C1234,L811919194,3,2,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
B1234,L698007135,2,1,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
D1234,L264470986,2,1,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
C1234,L912309671,2,1,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
B1234,L494588432,2,1,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
C1234,L234568785,3,1,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec
B1234,L653580456,1,2,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
D1234,L046718894,2,2,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
A1234,L012901898,2,2,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
D1234,L078634374,3,1,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
B1234,L629510877,3,1,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
C1234,L810560864,1,2,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
B1234,L459965251,3,2,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
D1234,L750459879,3,2,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
B1234,L852689056,1,2,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante
C1234,L561385244,2,1,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
C1234,L204323847,2,2,orci luctus et ultrices posuere cubilia curae mauris viverra diam,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
D1234,L465620133,2,1,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
D1234,L267333324,3,2,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
D1234,L867417187,3,1,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
B1234,L188015450,2,2,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,nibh ligula nec sem duis aliquam convallis nunc proin at turpis
C1234,L350324205,2,1,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
B1234,L873767584,2,1,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,diam in magna bibendum imperdiet nullam orci pede venenatis non
B1234,L986838687,3,1,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
D1234,L988377758,3,1,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
A1234,L807283435,2,2,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
C1234,L929389945,3,1,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
B1234,L626242865,3,2,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
A1234,L707114471,3,1,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,ante ipsum primis in faucibus orci luctus et ultrices posuere
C1234,L611877724,3,1,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
A1234,L526596575,1,1,odio cras mi pede malesuada in imperdiet et commodo vulputate,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
D1234,L702496103,2,1,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
D1234,L797481496,2,2,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
B1234,L753235197,3,2,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
A1234,L096219582,2,1,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at
B1234,L755001908,1,1,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean
B1234,L528437022,2,1,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
B1234,L390436964,1,1,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
D1234,L918079047,3,2,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat
B1234,L746254031,1,1,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
A1234,L797142359,1,1,dui maecenas tristique est et tempus semper est quam pharetra magna ac,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
B1234,L990516911,3,1,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
A1234,L393403106,3,2,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
D1234,L969918888,1,1,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
B1234,L472402756,3,2,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
B1234,L720143146,3,1,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor
A1234,L812476135,2,2,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor
D1234,L619342908,3,2,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
B1234,L376919390,1,1,turpis a pede posuere nonummy integer non velit donec diam,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
